City_Name,Country,Longtitude,Latitude,Humidity%,Temp,Min_Temp,Max_Temp,Cloudness,Wind_Speed,Date
Nuevo Progreso,MX,-95.05,17.14,78,29.03,29.03,29.03,0,3.95,1519154684
Lompoc,US,-120.46,34.64,30,11.5,10,12,1,4.6,1519152960
Freeport,US,-89.62,42.3,100,3.18,1,5,90,3.1,1519154100
Hamilton,BM,-64.78,32.3,60,20,20,20,20,5.1,1519152900
Chino Valley,US,-112.45,34.76,22,0.65,-3,3,1,2.6,1519154100
Iqaluit,CA,-68.52,63.75,85,-23.25,-23.25,-23.25,64,10.9,1519154685
Hofn,IS,-15.21,64.25,98,3.71,3.71,3.71,0,5.85,1519154686
Uyskoye,RU,60.01,54.37,87,-11.67,-11.67,-11.67,88,2.05,1519154686
Cockburn Town,BS,-74.52,24.03,95,25.18,25.18,25.18,80,10.25,1519154687
Zhanaozen,KZ,52.85,43.35,65,-10.57,-10.57,-10.57,0,1.25,1519154687
Vila Franca do Campo,PT,-25.43,37.72,72,16,16,16,40,8.2,1519149600
Gilgit,PK,74.31,35.92,92,-6.75,-6.75,-6.75,88,0.1,1519154688
Ust-Maya,RU,134.54,60.42,0,-37.05,-37.05,-37.05,20,1.3,1519154688
Kintampo,GH,-1.73,8.05,76,29.66,29.66,29.66,32,1.4,1519154689
Klerksdorp,ZA,26.67,-26.86,59,22.46,22.46,22.46,0,4.3,1519154689
Kieta,PG,155.63,-6.22,100,25.31,25.31,25.31,8,1.5,1519154689
Norman Wells,CA,-126.83,65.28,83,-13.75,-13.75,-13.75,76,1.55,1519154690
Bonavista,CA,-53.11,48.65,80,2,2,2,68,6.05,1519154690
Mehamn,NO,27.85,71.03,68,-1,-1,-1,75,5.7,1519152600
Jiuquan,CN,98.49,39.73,54,-20.8,-20.8,-20.8,0,1.2,1519154691
Along,IN,94.8,28.17,80,9.53,9.53,9.53,0,1.05,1519154691
Krasnokamensk,RU,118.04,50.1,53,-24.3,-24.3,-24.3,20,2.85,1519154692
Mehnagar,IN,83.12,25.88,74,16.81,16.81,16.81,0,1.25,1519154692
Cururupu,BR,-44.87,-1.82,100,24.06,24.06,24.06,92,3.75,1519154692
Xuddur,SO,43.89,4.12,47,28.46,28.46,28.46,48,3.85,1519154693
De Aar,ZA,24.01,-30.65,19,21.5,21.5,21.5,0,2.85,1519154693
Donja Dubica,BA,18.41,45.08,95,0,0,0,90,1.5,1519153200
Kenai,US,-151.26,60.55,92,-10.49,-11,-10,1,2.05,1519152960
Chaozhou,CN,116.62,23.66,88,17,17,17,75,2,1519153200
Sahuaripa,MX,-109.23,29.05,83,12.43,12.43,12.43,48,1.6,1519154695
Ahuimanu,US,-157.84,21.44,83,21.66,20,23,1,1.5,1519153020
Kahului,US,-156.47,20.89,83,21.31,21,22,20,1.5,1519152960
Dossor,KZ,52.98,47.52,68,-10.75,-10.75,-10.75,0,4,1519154696
Harer,ET,42.13,9.31,91,17.28,17.28,17.28,92,1.3,1519154696
Matamoros,MX,-103.23,25.53,26,26,26,26,75,4.6,1519152240
Lencois Paulista,BR,-48.8,-22.6,68,28.08,28.08,28.08,48,6.55,1519154697
Diego de Almagro,CL,-70.05,-26.39,44,26.25,26.25,26.25,0,2.4,1519154697
Necochea,AR,-58.74,-38.55,85,21.21,21.21,21.21,0,5.75,1519154604
Mount Isa,AU,139.49,-20.73,61,27,27,27,0,3.1,1519149600
Murgab,TM,61.97,37.5,75,7,7,7,75,2.1,1519149600
Bambanglipuro,ID,110.28,-7.95,97,21.56,21.56,21.56,44,1.25,1519154699
Ancud,CL,-73.83,-41.87,67,17.83,17.83,17.83,20,2.1,1519154700
Mogadishu,SO,45.34,2.04,100,26.31,26.31,26.31,88,7.1,1519154700
Impfondo,CG,18.07,1.64,94,24.36,24.36,24.36,24,1.1,1519154524
Plettenberg Bay,ZA,23.37,-34.05,100,20.96,20.96,20.96,92,4.55,1519154701
Strezhevoy,RU,77.6,60.73,100,-10,-10,-10,90,1,1519151400
Sao Miguel do Araguaia,BR,-50.16,-13.28,96,28.46,28.46,28.46,32,2.1,1519154702
Takoradi,GH,-1.75,4.89,92,28.06,28.06,28.06,8,4.55,1519154702
Lexington,US,-84.5,38.05,47,25.02,24,26,40,11.3,1519150500
Udachnyy,RU,112.4,66.42,31,-29.92,-29.92,-29.92,32,2.05,1519154703
Bage,BR,-54.11,-31.33,58,28,28,28,90,5.7,1519149600
Hami,CN,93.51,42.84,58,-12.35,-12.35,-12.35,0,0.85,1519154704
Tikrit,IQ,43.68,34.62,91,9.75,9.75,9.75,32,1.55,1519154533
Bubaque,GW,-15.83,11.28,40,31,31,31,0,4.6,1519149600
Xam Nua,LA,104.04,20.42,89,14.56,14.56,14.56,8,0.75,1519154705
Eureka,US,-124.16,40.8,48,4.83,3,7,20,1.6,1519152780
Hennebont,FR,-3.27,47.81,75,7,7,7,75,4.1,1519153200
Caravelas,BR,-39.27,-17.73,100,26.66,26.66,26.66,8,7.05,1519154445
Sao Miguel,BR,-61.01,4.52,35,30.46,30.46,30.46,0,2.35,1519154706
Tyret Pervaya,RU,102.31,53.67,75,-13.97,-13.97,-13.97,68,1.35,1519154707
Bilma,NE,12.92,18.69,26,25.06,25.06,25.06,0,2.3,1519154707
Tongliao,CN,122.27,43.61,51,-17.17,-17.17,-17.17,0,1.4,1519154707
Beloha,MG,45.06,-25.17,62,25.93,25.93,25.93,0,9.1,1519154708
Salinopolis,BR,-47.36,-0.61,100,25.91,25.91,25.91,100,1.6,1519154708
Salalah,OM,54.1,17.01,78,24,24,24,40,2.1,1519149000
Yar-Sale,RU,70.83,66.83,41,-32.22,-32.22,-32.22,0,1.8,1519154709
Lucea,JM,-78.17,18.44,70,29,29,29,40,10.8,1519153200
Ayutla,MX,-104.35,20.13,52,20.71,20.71,20.71,0,1.25,1519154710
Toamasina,MG,49.38,-18.17,78,28,28,28,40,1.2,1519153200
Paka,MY,103.44,4.64,88,25,25,25,68,1.5,1519149600
Bichura,RU,107.6,50.59,57,-19.6,-19.6,-19.6,20,2.5,1519154711
Severo-Yeniseyskiy,RU,93.04,60.37,76,-13.97,-13.97,-13.97,64,1.2,1519154712
Dunedin,NZ,170.5,-45.87,100,7.41,7.41,7.41,92,6.35,1519154645
Xiazhen,CN,117.11,34.8,85,3.03,3.03,3.03,80,3.3,1519154713
La Peca,PE,-78.44,-5.61,83,24.41,24.41,24.41,44,1.15,1519154713
Aksarka,RU,67.8,66.56,37,-31.35,-31.35,-31.35,8,1.55,1519154714
Naze,JP,129.48,28.37,100,18.53,18.53,18.53,64,2.25,1519154714
Florianopolis,BR,-48.55,-27.6,62,29,29,29,20,5.1,1519149600
Tornio,FI,27.27,61.12,92,-15.1,-19,-12,0,2.1,1519152600
Rawson,AR,-65.11,-43.3,33,25.33,25.33,25.33,0,1.85,1519154715
Taonan,CN,122.78,45.34,60,-19,-19,-19,0,1.65,1519154715
Abalak,NE,6.28,15.46,34,28.66,28.66,28.66,0,1.65,1519154716
Sardarshahr,IN,74.48,28.43,41,18.56,18.56,18.56,56,3.85,1519154716
Cap-aux-Meules,CA,-61.86,47.38,100,-1.25,-1.25,-1.25,24,10.05,1519154717
Dabola,GN,-11.11,10.74,21,34,34,34,0,2.05,1519154717
Shingu,JP,135.99,33.72,100,8.43,8.43,8.43,88,4.5,1519154718
Louis Trichardt,ZA,29.91,-23.04,99,20.21,20.21,20.21,92,1.5,1519154718
Uruzgan,AF,66.63,32.93,79,-0.5,-0.5,-0.5,0,1.45,1519154719
Bluefield,US,-81.22,37.27,43,21.69,18,24,1,4.6,1519150500
Port Blair,IN,92.75,11.67,100,27.71,27.71,27.71,0,4.75,1519154720
Umm Lajj,SA,37.27,25.02,80,20.46,20.46,20.46,76,1.95,1519154720
Ukiah,US,-123.21,39.15,44,5,5,5,1,1.5,1519152960
Barcelos,BR,-62.93,-0.97,47,35.28,35.28,35.28,8,3.7,1519154721
Baniyas,SY,35.94,35.18,100,12.43,12.43,12.43,92,1.15,1519154721
Teya,RU,92.63,60.37,79,-14.42,-14.42,-14.42,64,1.15,1519154721
Potamia,GR,25.04,41.03,81,8,8,8,75,3.1,1519149000
Mount Gambier,AU,140.78,-37.83,52,23.08,23.08,23.08,68,3.3,1519154722
Novokayakent,RU,47.99,42.39,100,2,2,2,90,1,1519151400
Ndele,CF,20.65,8.41,45,30.66,30.66,30.66,8,2.05,1519154723
Pareora,NZ,171.21,-44.49,100,8.28,8.28,8.28,92,7.9,1519154723
Faanui,PF,-151.75,-16.48,100,27.33,27.33,27.33,88,7.45,1519154723
Pointe-Noire,GP,-61.79,16.23,65,27,27,27,56,8.7,1519153200
San Policarpo,PH,125.51,12.18,99,25.83,25.83,25.83,92,5.75,1519154724
Simpang,ID,96.17,4.36,100,25.03,25.03,25.03,92,2.3,1519154725
Fez,MA,-5.02,34.03,67,14.65,14,15,20,1.2,1519151400
Muravlenko,RU,74.5,63.79,77,-27.47,-27.47,-27.47,32,2.8,1519154726
La Primavera,CO,-70.41,5.49,29,35.36,35.36,35.36,0,7.7,1519154726
Borisovka,RU,36.01,50.61,85,-9,-9,-9,40,4,1519151400
Pokosnoye,RU,101.05,55.53,75,-12.82,-12.82,-12.82,64,1.75,1519154727
Turiacu,BR,-63,-5.01,60,33,33,33,24,3.2,1519154728
Poltava,UA,34.55,49.59,51,-14.97,-14.97,-14.97,32,1.8,1519154728
Kabalo,CD,26.92,-6.05,88,23,23,23,76,2.85,1519154728
Meulaboh,ID,96.13,4.14,100,25.03,25.03,25.03,92,2.3,1519154729
Burns Lake,CA,-125.76,54.23,62,-16.55,-16.55,-16.55,0,1.1,1519154687
Pindamonhangaba,BR,-45.46,-22.93,52,31.31,30,33,40,4.6,1519149600
Kamenka,RU,44.05,53.19,93,-7.55,-7.55,-7.55,76,4.6,1519154730
Sangar,RU,127.47,63.92,0,-39.17,-39.17,-39.17,8,1.4,1519154730
Saint-Pierre,PM,-56.17,46.77,93,2,2,2,75,3.6,1519149600
Sioux Lookout,CA,-91.92,50.1,65,-16.47,-16.47,-16.47,80,1.75,1519154644
Nyazepetrovsk,RU,59.6,56.06,83,-10.1,-10.1,-10.1,64,1.4,1519154731
Sistranda,NO,8.83,63.73,80,-1,-1,-1,75,6.2,1519152600
Emmett,US,-116.5,43.87,35,-4.5,-5,-4,1,2.6,1519154100
Nome,US,-94.42,30.04,78,25.25,25,26,90,6.2,1519150500
Port-Gentil,GA,8.78,-0.72,88,28,28,28,90,2.1,1519153200
Vardo,NO,31.11,70.37,54,-3.49,-4,-2,40,9.3,1519152600
San Juan,PH,121.03,14.6,78,27,27,27,20,2.1,1519149600
Diffa,NE,12.61,13.32,37,28.53,28.53,28.53,0,1.75,1519154735
Sammamish,US,-122.04,47.61,59,-0.13,-2,1,90,2.1,1519150500
Zhigansk,RU,123.37,66.77,38,-31.8,-31.8,-31.8,56,2.75,1519154735
Fuxin,CN,121.65,42.02,53,-17.67,-17.67,-17.67,0,1.25,1519154736
Beyneu,KZ,55.19,45.32,65,-12.75,-12.75,-12.75,8,2.3,1519154736
Krasnoye,RU,39.46,44.87,74,2,2,2,90,6,1519151400
Fortuna,US,-124.16,40.6,69,5.74,4,7,1,2.6,1519154100
Batticaloa,LK,81.69,7.71,100,23.31,23.31,23.31,0,2.75,1519154738
Egvekinot,RU,-179.17,66.32,94,-2.72,-2.72,-2.72,88,4.75,1519154739
Three Hills,CA,-113.27,51.7,82,-15.7,-15.7,-15.7,12,4,1519154739
Santiago de Cuba,CU,-75.83,20.03,54,30.13,29,31,20,8.2,1519152960
Petropavlovsk-Kamchatskiy,RU,158.65,53.05,84,-17,-17,-17,0,5,1519149600
Abeche,TD,20.83,13.83,28,27.33,27.33,27.33,0,2.95,1519154740
Ambikapur,IN,83.2,23.12,75,13.56,13.56,13.56,0,1.4,1519154741
Leningradskiy,RU,178.42,69.38,86,-14.05,-14.05,-14.05,68,14.55,1519154741
Lanciano,IT,14.39,42.23,93,5,5,5,75,1.5,1519149000
Banda Aceh,ID,95.32,5.56,91,25.11,25.11,25.11,76,0.5,1519154742
Honningsvag,NO,25.97,70.98,86,-1,-1,-1,75,3.1,1519152600
Susuman,RU,148.15,62.78,73,-28.4,-28.4,-28.4,36,1.2,1519154743
Artyom,AZ,50.33,40.47,87,7,7,7,90,2.1,1519151400
Sri Aman,MY,111.46,1.24,94,24,24,24,75,0.7,1519149600
Baindur,IN,74.63,13.87,96,28.31,28.31,28.31,0,6.2,1519154744
Ugoofaaru,MV,73,5.67,100,27.75,27.75,27.75,0,2.7,1519154745
Brae,GB,-1.35,60.4,86,5.71,4,7,88,3.1,1519152600
Yatou,CN,104.32,33.81,90,-4.97,-4.97,-4.97,92,0.85,1519154745
Bonthe,SL,-12.5,7.53,57,30.18,30.18,30.18,0,2.9,1519154746
Asyut,EG,31.19,27.18,45,20,20,20,0,2.05,1519149600
Bar Harbor,US,-68.2,44.39,87,4.74,4,6,90,2.6,1519149360
Srednekolymsk,RU,153.71,67.46,83,-28.5,-28.5,-28.5,0,1.1,1519154747
Arawa,PG,155.57,-6.23,100,25.31,25.31,25.31,8,1.5,1519154747
Port Macquarie,AU,152.91,-31.43,93,17,17,17,90,2.6,1519149600
Havre-Saint-Pierre,CA,-63.6,50.23,76,-12.25,-12.25,-12.25,0,4.35,1519154747
Koudougou,BF,-2.37,12.25,27,35.5,35.5,35.5,8,2.25,1519154748
Saldanha,ZA,17.94,-33.01,77,19,19,19,24,7.7,1519149600
Upington,ZA,21.24,-28.46,17,28,28,28,0,2.6,1519153200
Makinsk,KZ,70.42,52.63,77,-9.97,-9.97,-9.97,68,3.9,1519154749
Basco,PH,121.97,20.45,100,25.16,25.16,25.16,92,6.05,1519154749
Kloulklubed,PW,134.26,7.04,83,25.49,25,26,40,2.6,1519152720
Oranjemund,NA,16.43,-28.55,94,17.91,17.91,17.91,0,10.9,1519154750
Trinidad,US,-104.5,37.17,85,-2.9,-8,6,90,3.1,1519153560
Araouane,ML,-3.53,18.9,28,26.56,26.56,26.56,8,2.3,1519154751
Jiayuguan,CN,98.29,39.77,54,-20.8,-20.8,-20.8,0,1.2,1519154751
Ostrovnoy,RU,39.51,68.05,84,-10.72,-10.72,-10.72,36,4.45,1519154751
Tual,ID,132.75,-5.67,96,29.86,29.86,29.86,80,3.05,1519154752
Alyangula,AU,136.42,-13.85,100,28.08,28.08,28.08,0,4.75,1519154753
Mikhaylovka,KZ,69.46,54.89,83,-8.82,-8.82,-8.82,68,4.25,1519154753
Chumikan,RU,135.31,54.72,58,-24.6,-24.6,-24.6,0,2.85,1519154753
Severomuysk,RU,113.57,56.17,63,-24.2,-24.2,-24.2,32,1,1519154754
Yinchuan,CN,106.21,38.48,77,-11.2,-11.2,-11.2,32,1.4,1519154754
Mecca,SA,39.83,21.43,73,25,25,25,40,1,1519149600
Noumea,NC,166.46,-22.28,94,23,23,23,8,3.05,1519149600
Kalga,RU,118.9,50.92,20,-26.1,-26.1,-26.1,12,1.85,1519154755
Tsumeb,NA,17.72,-19.25,59,25.78,25.78,25.78,48,1.4,1519154755
Talcahuano,CL,-73.12,-36.72,60,23,23,23,40,3.1,1519149600
Koslan,RU,48.9,63.46,71,-12.75,-12.75,-12.75,64,2.2,1519154756
Maumere,ID,122.22,-8.63,100,27.16,27.16,27.16,48,2.4,1519154757
Belmonte,BR,-53.58,-26.84,93,24.21,24.21,24.21,76,4.45,1519154757
Novo Lino,BR,-35.66,-8.94,62,30,30,30,40,7.2,1519149600
Hare Bay,CA,-53.99,48.86,75,2.81,2.81,2.81,88,5.25,1519154758
Sumbe,AO,13.84,-11.2,100,24.5,24.5,24.5,100,4.3,1519154758
Kalmar,SE,16.36,56.66,100,-3,-3,-3,0,2.1,1519152600
Aboso,GH,-1.95,5.36,69,29.21,29.21,29.21,20,3.3,1519154759
Camacha,PT,-16.33,33.08,72,15.62,15,16,40,5.1,1519149600
Tilichiki,RU,166.1,60.47,74,-11.22,-11.22,-11.22,76,3.2,1519154760
Russell,NZ,174.12,-35.26,94,18.11,18.11,18.11,0,3.6,1519154760
Bukama,CD,25.85,-9.2,83,25.18,25.18,25.18,44,1.2,1519154761
Anori,BR,-61.66,-3.74,54,34,34,34,32,2.75,1519154761
Benton Harbor,US,-86.45,42.12,93,17.27,16,18,90,9.8,1519152840
Acari,PE,-74.62,-15.44,51,24.78,24.78,24.78,0,1.75,1519154762
Uddevalla,SE,11.94,58.35,92,-3,-3,-3,92,1.5,1519152600
Potosi,BO,-65.75,-19.59,25,16.58,16.58,16.58,12,1.95,1519154762
Vangaindrano,MG,47.6,-23.35,100,21,21,21,92,1.5,1519154763
Novyy Urengoy,RU,76.63,66.08,33,-30,-30,-30,20,1.5,1519154763
Waingapu,ID,120.26,-9.65,99,22.43,22.43,22.43,36,1.15,1519154763
Sao Sepe,BR,-53.57,-30.16,100,21.5,21.5,21.5,92,3.95,1519154764
Marawi,SD,31.82,18.48,23,22.28,22.28,22.28,0,2.75,1519154764
Kitakata,JP,139.86,37.67,91,-3.57,-3.57,-3.57,88,0.95,1519154765
Porto Walter,BR,-72.74,-8.27,63,32.08,32.08,32.08,12,1.3,1519154765
Acarigua,VE,-69.21,9.56,31,33.58,33.58,33.58,0,3.2,1519154765
Sovetskiy,RU,48.47,56.76,81,-7.92,-7.92,-7.92,88,1.35,1519154766
Kathu,TH,98.33,7.91,78,25,25,25,20,6.55,1519149600
Port-Cartier,CA,-66.88,50.03,100,-8.72,-8.72,-8.72,36,6.6,1519154767
Dwarka,IN,77.04,28.58,67,17,17,17,20,1.2,1519153200
Tezu,IN,96.16,27.93,72,9.75,9.75,9.75,0,0.9,1519154768
Pangody,RU,74.49,65.85,39,-31.92,-31.92,-31.92,12,1.45,1519154768
Ulladulla,AU,150.48,-35.36,77,16,16,16,90,1.5,1519149600
Adrar,DZ,-0.29,27.87,9,24,24,24,0,0.9,1519149600
Fort Nelson,CA,-122.69,58.81,70,-11.8,-11.8,-11.8,0,1.3,1519154769
The Valley,AI,-63.06,18.22,65,26.03,25,27,75,7.2,1519153200
Kirensk,RU,108.12,57.78,60,-15.55,-15.55,-15.55,56,1.95,1519154770
Coffs Harbour,AU,153.13,-30.3,93,18,18,18,75,5.1,1519150620
Sarahan,IN,77.79,31.51,91,-19.8,-19.8,-19.8,8,0.55,1519154771
Amalapuram,IN,82,16.58,84,22.08,22.08,22.08,0,2.1,1519154771
Tabas,IR,56.92,33.6,66,7.53,7.53,7.53,0,1.6,1519154771
Elko,US,-115.76,40.83,57,-7,-7,-7,20,4.1,1519152960
Vanavara,RU,102.28,60.35,67,-18.57,-18.57,-18.57,56,1.2,1519154772
Qaqortoq,GL,-46.03,60.72,35,-12,-12,-12,75,7.2,1519149000
Afsin,TR,36.91,38.25,93,0.81,0.81,0.81,88,1.2,1519154773
Manuk Mangkaw,PH,119.85,4.8,100,28.21,28.21,28.21,20,2.1,1519154773
Isangel,VU,169.27,-19.55,100,27.33,27.33,27.33,12,2.95,1519154774
Ko Samui,TH,99.94,9.54,100,27.58,27.58,27.58,36,5.35,1519154774
Key West,US,-96.78,47.93,72,-12.61,-14,-12,40,5.1,1519152960
Borgarnes,IS,-21.92,64.54,83,0,0,0,75,3.6,1519149600
Baykit,RU,96.39,61.68,60,-19.67,-19.67,-19.67,48,1.7,1519154775
Phangnga,TH,98.53,8.45,78,23.9,23,25,20,2.55,1519149600
Tadpatri,IN,78.02,14.92,45,24.68,24.68,24.68,8,4.2,1519154776
Channagiri,IN,75.92,14.03,48,19.93,19.93,19.93,0,3.65,1519154777
Coromandel,BR,-47.2,-18.47,100,25.71,25.71,25.71,8,2.6,1519154777
Roald,NO,6.12,62.58,59,1.59,0,3,75,5.7,1519152600
Pisco,PE,-76.2,-13.71,61,27,27,27,0,7.2,1519153200
Santa Maria,CV,-22.9,16.6,64,21.42,21,22,75,5.7,1519149600
Alice Springs,AU,133.88,-23.7,37,30,30,30,68,2.6,1519149600
Atasu,KZ,71.64,48.68,65,-10.97,-10.97,-10.97,56,4.1,1519154779
Mayor Pablo Lagerenza,PY,-60.77,-19.93,74,32.71,32.71,32.71,20,5,1519154779
Seoul,KR,126.98,37.57,34,-4.4,-6,-2,0,1,1519153260
Grove City,US,-83.09,39.88,53,23.4,22,25,5,11.3,1519154100
San Rafael,AR,-68.33,-34.61,81,21.03,21.03,21.03,0,2.4,1519154780
Thinadhoo,MV,72.93,0.53,100,28.68,28.68,28.68,32,5.65,1519154781
Zunyi,CN,106.92,27.73,88,5.66,5.66,5.66,92,3.65,1519154781
Uyemskiy,RU,40.85,64.47,92,-14,-14,-14,0,1,1519151400
Svay Rieng,KH,105.8,11.08,81,24.11,24.11,24.11,8,3.6,1519154782
Rio Cuarto,AR,-64.35,-33.13,47,24,24,24,20,4.1,1519149600
Teacapan,MX,-105.74,22.54,53,25.46,25.46,25.46,36,1.45,1519154783
Bayangol,RU,103.47,50.7,55,-22.95,-22.95,-22.95,44,2.5,1519154783
Likasi,CD,26.74,-10.99,84,23.36,23.36,23.36,24,1,1519154784
High Prairie,CA,-116.48,55.43,66,-14.07,-14.07,-14.07,56,1.85,1519154785
Anchorage,US,-149.89,61.22,100,-3.8,-4,-3,90,1.4,1519152960
Sioux Falls,US,-96.7,43.55,72,-12.25,-13,-11,40,11.3,1519154100
Vestmannaeyjar,IS,-20.27,63.44,90,3.78,3.78,3.78,88,7.15,1519154786
Plouzane,FR,-4.62,48.38,75,7.57,7,8,0,4.1,1519153200
Ilek,RU,53.38,51.53,88,-8.1,-8.1,-8.1,76,2.5,1519154787
Beatrice,US,-96.75,40.27,67,-6.15,-7,-5,75,7.7,1519152900
Chongwe,ZM,28.68,-15.33,86,22.16,22.16,22.16,20,1.3,1519154788
Bundaberg,AU,152.35,-24.87,100,25.28,25.28,25.28,68,7.7,1519154788
Neiafu,TO,-173.98,-18.65,88,23,23,23,40,6.2,1519149600
Lashma,RU,41.14,54.93,82,-7.15,-7.15,-7.15,68,4,1519154789
Dingle,IE,-10.27,52.14,97,7.61,7.61,7.61,0,2.75,1519154790
Hervey Bay,AU,152.85,-25.3,100,25.03,25.03,25.03,68,6.3,1519154790
Matara,LK,80.54,5.95,94,25.31,25.31,25.31,8,2.85,1519154790
Eydhafushi,MV,73.07,5.1,100,27.75,27.75,27.75,0,2.7,1519154791
Oktyabrskoye,RU,85.44,56.73,80,-9.05,-9.05,-9.05,88,3.1,1519154792
Casma,PE,-78.3,-9.47,86,22.08,22.08,22.08,0,3.35,1519154792
Rawlins,US,-107.24,41.79,71,-12.4,-13,-12,90,8.7,1519150500
Tacuarembo,UY,-55.98,-31.73,63,30,30,30,44,4.95,1519154793
Palafrugell,ES,3.16,41.92,93,9,9,9,20,1.5,1519153200
Paragould,US,-90.5,36.06,78,23.26,23,24,75,11.3,1519152960
Carhuamayo,PE,-76.06,-10.92,45,15.66,15.66,15.66,12,1.55,1519154795
Ishigaki,JP,124.16,24.34,100,21.56,21.56,21.56,100,4.35,1519154795
Barrhead,CA,-114.4,54.12,78,-12.47,-12.47,-12.47,68,3.5,1519154796
Praia,CV,-23.51,14.92,64,23,23,23,20,9.3,1519149600
Kanniyakumari,IN,77.57,8.08,96,28.08,28.08,28.08,0,8.45,1519154796
Alexandria,EG,29.89,31.2,77,16,16,16,0,1.5,1519149600
Zabol,IR,61.49,31.03,41,15,15,15,0,9.3,1519149600
Broken Hill,AU,141.45,-31.97,45,24.28,24.28,24.28,32,6.65,1519154797
Kabinda,CD,24.49,-6.14,76,25.06,25.06,25.06,24,0.8,1519154798
Carnot,CF,15.87,4.94,71,26.5,26.5,26.5,20,1.5,1519154798
Tiarei,PF,-149.33,-17.53,78,28,28,28,40,6.2,1519149600
Baruun-Urt,MN,113.28,46.68,60,-20.4,-20.4,-20.4,0,3.45,1519154799
Mayo,CA,-135.9,63.59,69,-17.82,-17.82,-17.82,88,1.65,1519154799
Inhambane,MZ,35.38,-23.87,91,26.53,26.53,26.53,64,5.5,1519154799
Nichinan,JP,131.31,31.65,100,7.61,7.61,7.61,92,4.9,1519154800
Mbanza-Ngungu,CD,14.87,-5.25,92,21.91,21.91,21.91,92,2.5,1519154800
Lanzhou,CN,103.82,36.06,92,-8,-8,-8,90,1,1519149600
Kedrovyy,RU,91.82,56.17,72,-9,-9,-9,40,5,1519151400
Kupang,ID,123.6,-10.16,97,26.91,26.91,26.91,88,1.65,1519154802
Kizukuri,JP,140.39,40.81,100,-2.32,-2.32,-2.32,80,5.9,1519154802
Leicester,GB,-1.13,52.64,70,6.96,6,8,75,5.1,1519152600
Sorong,ID,131.25,-0.86,100,26.28,26.28,26.28,56,2.85,1519154803
Waipawa,NZ,176.59,-39.94,51,18.71,18.71,18.71,0,8.45,1519154803
Mandalgovi,MN,106.27,45.76,48,-20.92,-20.92,-20.92,8,3.25,1519154803
Rocha,UY,-54.34,-34.48,71,25.18,25.18,25.18,76,4.8,1519154804
Filingue,NE,3.32,14.35,48,30.75,30.75,30.75,0,1.15,1519154804
Taoudenni,ML,-3.98,22.68,22,26.61,26.61,26.61,44,3.95,1519154805